pr,title,action,release_tag,rep_commit,rep_ymd,rep_order,commits,files,insertions,deletions,churn,start_date,end_date,topdirs,subsys,arch
1350,arch-vega: Pass s_memtime through smem pipe,其他,v24.1.0.0,a8447b7fc01d2ddbef6c078cdb15916af0b6bf36,2024-08-26,2786,1,25,397,56,453,2024-08-26T19:47:04-07:00,2024-08-26T19:47:04-07:00,"src, configs","mem, arch, gpu-compute, configs",amdgpu
1514,base: Allow DPRINTF debugging of AssociativeCache,其他,v24.1.0.0,d78a571660e45dcdd72948f6810df3a8f72a4097,2024-08-27,2789,1,0,0,0,0,2024-08-27T16:48:24+01:00,2024-08-27T16:48:24+01:00,,,
1521,arch-vega: Revert incorrect SOPC compare,其他,v24.1.0.0,bb9539ad4d037e83e2f7a9ae61318d467af602ac,2024-08-29,2790,1,1,1,1,2,2024-08-29T09:20:25-07:00,2024-08-29T09:20:25-07:00,src,arch,amdgpu
1502,arch-arm: Fix Execution Permission in Stage2 Direct Permission.,修复/纠错,v24.1.0.0,29d6b46f1f8d6e5d75a15fce5f6b03b3fbc974ec,2024-08-29,2792,1,0,0,0,0,2024-08-29T23:57:58+01:00,2024-08-29T23:57:58+01:00,,,
1481,dev-amdgpu: Implement UNMAP_QUEUES queue_sel==2,新增/支持,v24.1.0.0,403622f37646764c2857af9d0f58028df4f0b405,2024-08-31,2794,1,0,0,0,0,2024-08-31T22:52:08-05:00,2024-08-31T22:52:08-05:00,,,
1528,util-docker: Add labels to Dockerfiles,新增/支持,v24.1.0.0,a5a3810ac9e0cf76f874ce71ef356c1cc635bf8b,2024-09-01,2795,1,10,46,1,47,2024-09-01T09:52:13-07:00,2024-09-01T09:52:13-07:00,util,util,
1482,"sim-se, arch: Fix syscall parametre sizes for 32-bit OSs",修复/纠错,v24.1.0.0,57d82fdbb45bd66482553dfeb92c3359ccff9790,2024-09-03,2801,1,0,0,0,0,2024-09-03T09:49:59+01:00,2024-09-03T09:49:59+01:00,,,
1531,misc: bump mypy from 1.11.1 to 1.11.2,更新/依赖,v24.1.0.0,f014092fc27c48328e1382c1f71800d8e7315656,2024-09-05,2802,1,1,1,1,2,2024-09-05T05:53:52-07:00,2024-09-05T05:53:52-07:00,requirements.txt,requirements.txt,
1532,misc: bump tqdm from 4.66.4 to 4.66.5,更新/依赖,v24.1.0.0,4d6e968b04fe66f895f1100d2deaa10256ff49ed,2024-09-05,2803,1,1,1,1,2,2024-09-05T05:54:37-07:00,2024-09-05T05:54:37-07:00,optional-requirements.txt,optional-requirements.txt,
1530,gpu-compute: Reuse RP list in GPU_VIPER,其他,v24.1.0.0,51863d322fcc9a6c09ed1d6f2e29d6a05e4a5286,2024-09-09,2804,1,3,10,28,38,2024-09-09T09:18:01-07:00,2024-09-09T09:18:01-07:00,configs,configs,
1501,"ext,tests,misc: Suppress incorrect GCC 12 error in Pybind",测试,v24.1.0.0,da6ce1d9c2a1feedfd9165ca186ab41049d6374e,2024-09-09,2806,1,0,0,0,0,2024-09-09T10:21:54-07:00,2024-09-09T10:21:54-07:00,,,
1535,python: Ignore *args and **kwargs when generating cxxMethod pybinding script,其他,v24.1.0.0,0da65b31c2c72884cf039ab526500a3c115dd0f7,2024-09-09,2807,1,1,6,0,6,2024-09-09T10:23:26-07:00,2024-09-09T10:23:26-07:00,src,python,
1516,cpu-o3: Panic if no FU exists for an instruction needing to issue,其他,v24.1.0.0,ba5886aee7a590f69bfe024c45c6afd08f21bec6,2024-09-11,2808,1,4,60,2,62,2024-09-11T16:43:31+01:00,2024-09-11T16:43:31+01:00,src,cpu/o3,
1556,cpu-o3: Replace integral constants by named constants in FU pool,其他,v24.1.0.0,e970acb9d25cfd5d5e657611900f8b2742e4ffe4,2024-09-12,2809,1,1,2,2,4,2024-09-12T14:04:34+01:00,2024-09-12T14:04:34+01:00,src,cpu/o3,
1552,arch-riscv: Change the packed data of GdbRegCache to protected,其他,v24.1.0.0,f94cac6f6502ddb95d0a1e4b09e9ef05fad7f8ce,2024-09-12,2810,1,1,2,2,4,2024-09-12T09:52:03-07:00,2024-09-12T09:52:03-07:00,src,arch,riscv
1548,util-docker: Move `LABEL` to after image import,重命名/迁移,v24.1.0.0,4126035f88d23e51ce45ce63e16e9d2b268c7d84,2024-09-13,2811,1,10,18,26,44,2024-09-13T20:21:35-07:00,2024-09-13T20:21:35-07:00,util,util,
1486,"misc,github,tests: Remove gerrit change ID requirement",测试,v24.1.0.0,a1105cf2341488770c4c157e040fbeddae9dfed3,2024-09-13,2814,1,0,0,0,0,2024-09-13T20:22:04-07:00,2024-09-13T20:22:04-07:00,,,
1563,misc: Fix lone header bug,修复/纠错,v24.1.0.0,ad481167fa549a77bed6bb895c9f165014e9b5da,2024-09-14,2815,1,1,11,5,16,2024-09-14T00:11:32-07:00,2024-09-14T00:11:32-07:00,util,util,
1551,python: Redirect into correct subdirectory when using -re with multisim,修复/纠错,v24.1.0.0,5aa7b1ce3e811e753e43effc2e3692671ee34d2a,2024-09-14,2816,1,4,65,24,89,2024-09-14T01:17:48-07:00,2024-09-14T01:17:48-07:00,src,python,
1499,stdlib: Issue warn if func is a gen for exit_event,其他,v24.1.0.0,3feeb5724f236c3e0611c95e12ac61bf764f13dd,2024-09-17,2817,1,1,14,0,14,2024-09-17T09:34:24-07:00,2024-09-17T09:34:24-07:00,src,python,
1564,mem-ruby: Fix replacement policy in GPU_VIPER,修复/纠错,v24.1.0.0,6d49130b0b0c517f7e10d43bbd73c77d48ff219a,2024-09-17,2821,1,0,0,0,0,2024-09-17T12:16:09-05:00,2024-09-17T12:16:09-05:00,,,
1479,"stdlib, python: Add warning message and clarify binary vs metric units",新增/支持,v24.1.0.0,f2f86a3e42bf4e9d52cafb412f682d08379b02d1,2024-09-17,2830,1,0,0,0,0,2024-09-17T17:32:27+00:00,2024-09-17T17:32:27+00:00,,,
1569,arch-arm: Fix DC IVAC for Secure EL2,修复/纠错,v24.1.0.0,77dff262a1b465a64c7dcc75b05a34276e368268,2024-09-18,2831,1,1,1,3,4,2024-09-18T11:07:10+01:00,2024-09-18T11:07:10+01:00,src,arch,arm
1567,misc: Remove Serialize-related code in Random,移除/弃用,v24.1.0.0,e564561d4167a2b1779a228a782ba8a47681b5ce,2024-09-19,2834,1,0,0,0,0,2024-09-19T14:13:10+02:00,2024-09-19T14:13:10+02:00,,,
1557,mem-cache: Do not require p.size and p.entry_size in IP template,其他,v24.1.0.0,fee603fd842ec6deb1903293c60868f4a049eb48,2024-09-19,2837,1,0,0,0,0,2024-09-19T07:48:46-07:00,2024-09-19T07:48:46-07:00,,,
1586,util-docker: Minor docker improvements/fixes,其他,v24.1.0.0,473a37be0499476dc39e16f93f501f10db3b085d,2024-09-21,2841,1,0,0,0,0,2024-09-21T04:55:47-07:00,2024-09-21T04:55:47-07:00,,,
1575,"ext,util-docker: updated SST to v.14.0.0",其他,v24.1.0.0,51b5279671d5bda0b4db335eef1bd4df5b484d50,2024-09-21,2842,1,5,17,38,55,2024-09-21T06:18:12-07:00,2024-09-21T06:18:12-07:00,"ext, util","ext, util",
1588,misc: Fix docker-build.yaml,修复/纠错,v24.1.0.0,cae48526067434f7f463455d48e9bdc2a6001711,2024-09-21,2843,1,1,18,33,51,2024-09-21T07:08:12-07:00,2024-09-21T07:08:12-07:00,.github,.github,
1592,util-docker: Minor housekeeping to Dockerfiles,其他,v24.1.0.0,688268d22d24e86d672675bf7cad4cb3402b602c,2024-09-23,2850,1,11,21,29,50,2024-09-23T02:36:09-07:00,2024-09-23T02:36:09-07:00,util,util,
1587,scons: Fix scons 'readCommand' non-zero exits,修复/纠错,v24.1.0.0,e85592da143caada133245937d856f438be23ab3,2024-09-23,2853,1,1,10,6,16,2024-09-23T10:09:23-07:00,2024-09-23T10:09:23-07:00,site_scons,scons,
1560,arch-arm: Move generateTrap from MiscRegOp to ArmStaticInst,重命名/迁移,v24.1.0.0,c3d356b43dc5eed31d88dd3d60ec5caa48ee6a5e,2024-09-23,2856,1,0,0,0,0,2024-09-23T19:37:29+02:00,2024-09-23T19:37:29+02:00,,,
1594,gpu-compute: Fix '64kB' to '64KiB' in gpu-compute,修复/纠错,v24.1.0.0,2fc44a50f83e6ceed08abd1494eb6bda398cf8fa,2024-09-23,2864,1,2,2,2,4,2024-09-23T15:25:43-07:00,2024-09-23T15:25:43-07:00,src,gpu-compute,
1590,arch-riscv: Move static GDB methods to RemoteGDB virtual methods,重命名/迁移,v24.1.0.0,e9ea18000d235814cd9a7cc9be5a2d0606ccf494,2024-09-24,2865,1,2,42,20,62,2024-09-24T07:46:56-07:00,2024-09-24T07:46:56-07:00,src,arch,riscv
1538,arch-riscv: add VLEN/ELEN as class attributes for all vec insts,新增/支持,v24.1.0.0,d1ce4fb6c7cb129652bb4d9cb6de3a925f9a5db7,2024-09-24,2866,1,11,481,468,949,2024-09-24T14:32:37-07:00,2024-09-24T14:32:37-07:00,src,arch,riscv
1580,misc: Make random gen portable across compilers.,其他,v24.1.0.0,36264938dbe6172d0ae683c37ce4aac00185d42c,2024-09-25,2867,1,3,198,6,204,2024-09-25T07:31:00-07:00,2024-09-25T07:31:00-07:00,src,base,
1603,misc: Correctly display build information,其他,v24.1.0.0,e17875b7c7695bb543021f3bfd83c99e698e6723,2024-09-25,2868,1,1,2,2,4,2024-09-25T14:23:51-07:00,2024-09-25T14:23:51-07:00,src,python,
1604,util: Update gem5-resources-manager,更新/依赖,v24.1.0.0,6bb1c9638c601ad4a095b09473060a066d1af3db,2024-09-26,2869,1,1,1,1,2,2024-09-26T10:09:38-07:00,2024-09-26T10:09:38-07:00,util,util,
1576,ext: Fix GCC v13+ comp of systemc due to problematic overloaded-virtual warn,修复/纠错,v24.1.0.0,054790ad47ca59453fffe6f5b6a9caeb5625eb53,2024-09-26,2874,1,0,0,0,0,2024-09-26T14:32:20-07:00,2024-09-26T14:32:20-07:00,,,
1584,tests: Add Pannotia GPU Tests,测试,v24.1.0.0,e987c60a4c14203619703249b824bcf7af79724f,2024-09-26,2875,1,2,347,3,350,2024-09-26T14:39:39-07:00,2024-09-26T14:39:39-07:00,tests,tests,
1610,arch-arm: Add a method to determine External Abort,新增/支持,v24.1.0.0,277b5be4ddefd5668c34ca7b5bcf5599d9337d5f,2024-09-26,2878,1,0,0,0,0,2024-09-26T14:41:33-07:00,2024-09-26T14:41:33-07:00,,,
1609,mem-cache: Helper functions to allow dynamic configuration of partitioning policies,其他,v24.1.0.0,8381e1c5d3ee25e494cb08456114d87a53979afd,2024-09-27,2882,1,0,0,0,0,2024-09-27T00:01:18+02:00,2024-09-27T00:01:18+02:00,,,
1574,"arch-x86,stdlib: added MADT entries on the X86Board",其他,v24.1.0.0,d57208c615683a7f20742d95b45e1c629fc134c9,2024-10-01,2885,1,1,34,0,34,2024-10-01T11:14:09-07:00,2024-10-01T11:14:09-07:00,src,python,
1605,"tests, configs, util, mem, python, systemc: Change base 10 units to base 2",测试,v24.1.0.0,c10feed524a8720864b5e3a6205e050d8d9fb190,2024-10-01,2886,1,45,135,129,264,2024-10-01T11:18:05-07:00,2024-10-01T11:18:05-07:00,"configs, tests, util, src","configs, tests, util, mem, python, src",
1571,stdlib: Add warning message for set_workload being called twice,新增/支持,v24.1.0.0,d5dfe03eb17e2a6313bcf6cd78670ea5a864102e,2024-10-01,2887,1,3,16,0,16,2024-10-01T11:22:07-07:00,2024-10-01T11:22:07-07:00,src,python,
1559,arch-riscv: fix viota,修复/纠错,v24.1.0.0,93313b3daac31dfe443912b9c6a25ffaacec2b07,2024-10-01,2888,1,1,2,0,2,2024-10-01T11:23:27-07:00,2024-10-01T11:23:27-07:00,src,arch,riscv
1616,arch-arm: Add recursive reduce in Neon instruction.,新增/支持,v24.1.0.0,bdd10069b1c1427b59afff9ec25e2f86cea6bd41,2024-10-02,2891,1,0,0,0,0,2024-10-02T12:41:53+02:00,2024-10-02T12:41:53+02:00,,,
1619,configs: Deprecate Vega10,移除/弃用,v24.1.0.0,c8c75959addc2f3262d2aa636b9456ed42af6ba4,2024-10-02,2892,1,6,0,651,651,2024-10-02T14:18:41-07:00,2024-10-02T14:18:41-07:00,configs,configs,
1621,dev-amdgpu: Use GPU specific cache line size,其他,v24.1.0.0,24504c9a3eebff840c7f97c654c4a0b1f0f884a8,2024-10-03,2893,1,5,7,4,11,2024-10-03T08:47:08-07:00,2024-10-03T08:47:08-07:00,"src, configs","dev, configs",
1617,arch-riscv: Implement CLINT reset feature,新增/支持,v24.1.0.0,5b5f7afc1ba9ccaf821528ca3891a36934454592,2024-10-03,2894,1,3,48,4,52,2024-10-03T13:22:27-07:00,2024-10-03T13:22:27-07:00,src,dev,
1627,util-docker: Fix gpu dpcker images,修复/纠错,v24.1.0.0,7117b1399b30589401bd204804aa52827addd1a0,2024-10-04,2895,1,3,6,4,10,2024-10-04T02:37:16-07:00,2024-10-04T02:37:16-07:00,util,util,
1628,"misc,tests: Increase Weekly and Daily GPU test timeout",测试,v24.1.0.0,6a24b69a972684544385ef7abd1e96c3644c1bb4,2024-10-04,2898,1,0,0,0,0,2024-10-04T07:41:17-07:00,2024-10-04T07:41:17-07:00,,,
1633,dev-amdgpu: Deprecate rom and mmio trace params,移除/弃用,v24.1.0.0,f5858fe81f8537a708293ebc4d430da3549f5e2f,2024-10-07,2902,1,4,1,29,30,2024-10-07T07:12:07-07:00,2024-10-07T07:12:07-07:00,"configs, src","configs, dev",
1625,python: clarify SimObject error message,其他,v24.1.0.0,1ee924a0677b1917e705990f72668cbb4601ed38,2024-10-07,2903,1,1,3,1,4,2024-10-07T13:45:03-07:00,2024-10-07T13:45:03-07:00,src,python,
1620,arch-riscv: Enable clone3 syscall in riscv64,新增/支持,v24.1.0.0,6ff3821c9dbe93dd009fc2759e5687fe43bc2836,2024-10-07,2906,1,0,0,0,0,2024-10-07T13:45:34-07:00,2024-10-07T13:45:34-07:00,,,
1635,"learning-gem5,tests: Update learning-gem5 Ruby Test ref",文档/示例,v24.1.0.0,3fc21da13c70273e51744083c90a82b1cd428e23,2024-10-07,2907,1,1,1,1,2,2024-10-07T14:40:45-07:00,2024-10-07T14:40:45-07:00,tests,tests,
1639,cpu-o3: Add Crypto OpDesc to the O3 Default FU,新增/支持,v24.1.0.0,440999e447a19db88eeff9d4df4d8f7ba1ddf4e6,2024-10-08,2908,1,1,9,1,10,2024-10-08T10:22:25+01:00,2024-10-08T10:22:25+01:00,src,cpu/o3,
1640,cpu-o3: Add Matrix OpDesc to the O3 Default FU,新增/支持,v24.1.0.0,4a3e2633d2d90d44b0fe7306f35774b865217fa5,2024-10-08,2909,1,2,11,1,12,2024-10-08T10:23:14+01:00,2024-10-08T10:23:14+01:00,src,cpu/o3,
1453,mem-ruby: Remove static methods from RubySystem,移除/弃用,v24.1.0.0,4f7b3ed82741a6adc198d1b0cf818f6fa2c93bde,2024-10-08,2910,1,123,1066,399,1465,2024-10-08T08:14:50-07:00,2024-10-08T08:14:50-07:00,"src, configs","mem, python, configs, cpu",
1638,arch-riscv: Fix CLINT mtime reset handling,修复/纠错,v24.1.0.0,67edf64326788e0152a0f6adcf71aacd885c92f5,2024-10-08,2911,1,2,13,4,17,2024-10-08T08:51:20-07:00,2024-10-08T08:51:20-07:00,src,dev,
1641,"cpu,arch,arch-riscv: Check wake up signal when post interrupt",其他,v24.1.0.0,402a030ce1590dafe6721e6eed42de3ae5245983,2024-10-08,2912,1,3,16,1,17,2024-10-08T08:51:38-07:00,2024-10-08T08:51:38-07:00,src,"arch, cpu","generic, riscv"
1595,"misc,tests: Add cache of ALL/gem5.opt to ci-test.yaml",测试,v24.1.0.0,cc0eb12e9a5fbc250ab14b71e2876f1f3ef6e6d1,2024-10-09,2913,1,1,57,6,63,2024-10-09T06:24:57-07:00,2024-10-09T06:24:57-07:00,.github,.github,
1637,systemc: Disable 'overloaded-virtual' warn for systemc bind funcs,其他,v24.1.0.0,ee91356632835b54aefecdfa143601a9a6a996ce,2024-10-09,2914,1,4,38,10,48,2024-10-09T06:28:43-07:00,2024-10-09T06:28:43-07:00,src,src,
1509,Use board get_mem_ports consistently,其他,v24.1.0.0,f03dddb458e5a9f0a0279ce053f478417a4666eb,2024-10-09,2915,1,5,12,8,20,2024-10-09T13:21:28-07:00,2024-10-09T13:21:28-07:00,src,python,
1642,misc: pre-commit autoupdate,其他,v24.1.0.0,965da9ea79ade729aed3c548677f24d40c6e0b0e,2024-10-09,2918,1,0,0,0,0,2024-10-09T14:46:20-07:00,2024-10-09T14:46:20-07:00,,,
1647,"misc: Add ""src/python"" to vscode Python Analysis Paths",新增/支持,v24.1.0.0,34437880138d44fb5de3b10a7c65079a2831a89f,2024-10-09,2919,1,1,5,0,5,2024-10-09T14:46:54-07:00,2024-10-09T14:46:54-07:00,.vscode,.vscode,
1615,cpu: fix simInsts and simOps not resetting,修复/纠错,v24.1.0.0,feeb3b2d672557b1470e02a502a5f334a795eaab,2024-10-09,2920,1,3,29,5,34,2024-10-09T19:49:43-07:00,2024-10-09T19:49:43-07:00,src,"cpu, cpu/o3",
1533,arch-arm: Add support of AArch32 VCVTA/P/N/M instructions.,新增/支持,v24.1.0.0,1c8ab47a54847f9110dfe582dc076a780a1507ac,2024-10-10,2922,1,0,0,0,0,2024-10-10T11:58:37+02:00,2024-10-10T11:58:37+02:00,,,
1537,Implement BTB using the cache library,新增/支持,v24.1.0.0,50f652a2ee19c57f0d41541d6d8e73a59c5b62d8,2024-10-10,2923,1,8,394,133,527,2024-10-10T17:05:22+01:00,2024-10-10T17:05:22+01:00,"src, configs","cpu/pred, configs",
1649,"stdlib,ruby: Enable resetting version numbers",更新/依赖,v24.1.0.0,3f42ab4ca915f8db0d929b032e0851b37e8256dc,2024-10-10,2924,1,6,61,0,61,2024-10-10T09:53:40-07:00,2024-10-10T09:53:40-07:00,src,python,
1654,"tests,misc: Remove `edited` from PR Action trigger list",测试,v24.1.0.0,c1c5147e530ce05e0f1c8f60dbb769c809f5194b,2024-10-10,2925,1,1,1,1,2,2024-10-10T10:13:56-07:00,2024-10-10T10:13:56-07:00,.github,.github,
1646,"util-docker,tests: Add compiler tests & Dockerfiles for GCC 14",测试,v24.1.0.0,6195b33960c4821cb21d671b32fa10bb7944557a,2024-10-10,2926,1,3,16,5,21,2024-10-10T10:17:03-07:00,2024-10-10T10:17:03-07:00,"util, .github","util, .github",
1653,tests: Refactor downloading of pannotia tests,测试,v24.1.0.0,65ba2dcae51c97010439d07b5d0618b13b83cc2a,2024-10-10,2927,1,1,9,7,16,2024-10-10T10:17:32-07:00,2024-10-10T10:17:32-07:00,tests,tests,
1652,misc: Add 'ext' & 'tests' to vscode pythin extraPaths,测试,v24.1.0.0,a8f88abfb12f772f496aad2b9866476f7ebb575c,2024-10-10,2928,1,1,3,1,4,2024-10-10T10:18:14-07:00,2024-10-10T10:18:14-07:00,.vscode,.vscode,
1657,dev: Make unknown PCI device writes a warning,其他,v24.1.0.0,1edeeda88156f552a7de482f3e1a04fcb9866332,2024-10-14,2929,1,1,8,3,11,2024-10-14T08:51:05-07:00,2024-10-14T08:51:05-07:00,src,dev,
1525,arch-riscv: Add support for riscv hardware probing syscall,新增/支持,v24.1.0.0,652a72d122ff2c9404c9122e98d035ed6efb7d36,2024-10-14,2930,1,2,482,0,482,2024-10-14T10:00:48-07:00,2024-10-14T10:00:48-07:00,src,arch,riscv
1497,stdlib: Extend `AbstractBoard` pre_instantiation functionality,其他,v24.1.0.0,20965f571bef5d9a61e3d108e5b6844f1ad6ff0d,2024-10-14,2936,1,0,0,0,0,2024-10-14T10:12:41-07:00,2024-10-14T10:12:41-07:00,,,
1664,arch-vega: Fix multi-dword setElem in PackedReg,修复/纠错,v24.1.0.0,deb8f983a1cb8bd94885efa290f1f293eea63711,2024-10-14,2937,1,1,6,3,9,2024-10-14T10:19:52-07:00,2024-10-14T10:19:52-07:00,src,arch,amdgpu
1643,"arch-x86,arch-arm: Remove static variables in decoders",移除/弃用,v24.1.0.0,f55a4ce98960d4d624fb211a2b85567f0abe2bef,2024-10-17,2938,1,4,13,20,33,2024-10-17T08:17:34-07:00,2024-10-17T08:17:34-07:00,src,arch,"arm, x86"
1542,SE script and tests for risc-v's vector extension,测试,v24.1.0.0,0341c5a502290216204efcd7792ac11dddef5f7b,2024-10-17,2941,1,0,0,0,0,2024-10-17T10:26:30-07:00,2024-10-17T10:26:30-07:00,,,
1618,"stdlib,arch-x86: Update X86Demoboard",更新/依赖,v24.1.0.0,d454e421d231246a443231c7d94e0761feabf0ec,2024-10-17,2942,1,1,65,20,85,2024-10-17T10:29:17-07:00,2024-10-17T10:29:17-07:00,src,python,
1678,tests: Fix compiler tests,测试,v24.1.0.0,7591f2a84378c4810f58459b4e39d74457045405,2024-10-17,2943,1,4,6,6,12,2024-10-17T11:19:46-07:00,2024-10-17T11:19:46-07:00,src,"arch, base, dev, mem/cache",arm
1432,arch-riscv: Implement Zcmp instructions,新增/支持,v24.1.0.0,cb5d14f7533522972b42a3152bad5cae5b1f2f8e,2024-10-18,2947,1,0,0,0,0,2024-10-18T05:33:55-07:00,2024-10-18T05:33:55-07:00,,,
1478,arch-arm: Add arm demo board,新增/支持,v24.1.0.0,946bf83b75205f11c3c6cdaba274caa4a9e16046,2024-10-18,2948,1,3,205,0,205,2024-10-18T05:36:31-07:00,2024-10-18T05:36:31-07:00,"src, configs","python, configs",
1662,systemc: Disable 'overloaded-virtual' warn for clang,其他,v24.1.0.0,ae0cee66ed3c09d25b8e73e349d9b0800b3c30da,2024-10-18,2949,1,4,4,4,8,2024-10-18T05:40:10-07:00,2024-10-18T05:40:10-07:00,src,src,
1679,sim: Make SignalSinkPort::set virtual,其他,v24.1.0.0,3fc6cc7763e67ebab76358845b06b94060dd19be,2024-10-18,2950,1,1,3,2,5,2024-10-18T05:41:05-07:00,2024-10-18T05:41:05-07:00,src,sim,
1454,mem-cache: Implementation of SMS prefetcher,其他,v24.1.0.0,2e271459d09879d4fa52fde4c4693f1f3906057f,2024-10-18,2954,1,0,0,0,0,2024-10-18T19:15:57+02:00,2024-10-18T19:15:57+02:00,,,
1631,tests: update input sizes for pannotia tests,测试,v24.1.0.0,b836a3f239c10db46ffc4fafc67183486db92033,2024-10-18,2956,1,0,0,0,0,2024-10-18T13:42:30-07:00,2024-10-18T13:42:30-07:00,,,
1666,"scons,misc: Portable debug flag generation",其他,v24.1.0.0,3e83f3ce4f5283f78e754eca566c42b90957c57b,2024-10-18,2957,1,1,14,10,24,2024-10-18T14:39:09-07:00,2024-10-18T14:39:09-07:00,build_tools,build_tools,
1685,"mem-ruby,misc: Remove redundant assignment",移除/弃用,v24.1.0.0,db47d203718c0f3c6523608daaea58972401a607,2024-10-20,2959,1,1,0,1,1,2024-10-20T13:02:53-07:00,2024-10-20T13:02:53-07:00,src,mem,
1686,learning-gem5: Add `ruby_system` param set to `RubyPortProxy`,文档/示例,v24.1.0.0,b705629b83acbc3c968a1fb64ceb283aca54af72,2024-10-20,2960,1,1,1,1,2,2024-10-20T13:04:47-07:00,2024-10-20T13:04:47-07:00,configs,configs,
1695,tests: Fix replacement_policies tests' refs,测试,v24.1.0.0,2c679bfa04c0bb01701b292fa6ed446b000a2db8,2024-10-21,2961,1,42,498,498,996,2024-10-21T12:28:29-07:00,2024-10-21T12:28:29-07:00,tests,tests,
1690,mem-ruby: Fix issues in protocols due to multi-RubySystem,修复/纠错,v24.1.0.0,16217f843fb23de431c7645ed6bc75e9bcff6db0,2024-10-21,2962,1,7,10,2,12,2024-10-21T12:30:03-07:00,2024-10-21T12:30:03-07:00,"src, configs","mem, configs",
1684,dev: move dprint of reg name before register read/write,重命名/迁移,v24.1.0.0,fce42880b945edde627cae42cdab41a84b91105b,2024-10-22,2963,1,1,14,17,31,2024-10-22T10:12:38+01:00,2024-10-22T10:12:38+01:00,src,dev,
1697,arch-arm: Implement AT as standalone instructions,新增/支持,v24.1.0.0,0f75c39d30a8402e9e6cedb3c6784d36b53907eb,2024-10-22,2966,1,0,0,0,0,2024-10-22T17:25:16+02:00,2024-10-22T17:25:16+02:00,,,
1683,arch-x86: break 32/64-bit LEA's input dependency on prior dest value,其他,v24.1.0.0,faf764e66854179decd8773770c8159c82cc54aa,2024-10-22,2967,1,1,8,1,9,2024-10-22T09:34:30-07:00,2024-10-22T09:34:30-07:00,src,arch,x86
1655,arch-arm: Add support of AArch32 VRINTN/X/A/Z/M/P instructions.,新增/支持,v24.1.0.0,3a14a73982d1682fee280a1df4b6494118a16b99,2024-10-22,2969,1,0,0,0,0,2024-10-22T18:37:30+02:00,2024-10-22T18:37:30+02:00,,,
1490,"stdlib, configs: Add RiscvDemoBoard",新增/支持,v24.1.0.0,f01d68bf967643d35b4fa449d80acac3ab96938a,2024-10-22,2970,1,4,319,8,327,2024-10-22T10:13:22-07:00,2024-10-22T10:13:22-07:00,"src, configs","python, configs",
1526,arch-riscv: Fix the bug of vsetivli frequently flushing the pipeline,修复/纠错,v24.1.0.0,35db93ada4ddc3494f2faff348a66c3c9e255d1c,2024-10-23,2972,1,0,0,0,0,2024-10-23T08:32:56-07:00,2024-10-23T08:32:56-07:00,,,
1651,"mem-ruby,tests: Add CHI with ISA tests",测试,v24.1.0.0,709f2c769534936e0b154fdbb78bc535de9ae04e,2024-10-23,2973,1,4,237,0,237,2024-10-23T15:12:37-07:00,2024-10-23T15:12:37-07:00,tests,tests,
1698,tests: move weekly gpu tests to have separate jobs,测试,v24.1.0.0,c91af552d4698473afd4f83c943436ddadf11efe,2024-10-24,2974,1,2,236,78,314,2024-10-24T04:02:23-07:00,2024-10-24T04:02:23-07:00,".github, tests",".github, tests",
1713,arch-arm: Replace translateAtomic with translateFunctional in AT,其他,v24.1.0.0,c9f94f4e06391d956b3f43b2f7940bf6cbcc7347,2024-10-25,2975,1,1,1,1,2,2024-10-25T09:15:52-07:00,2024-10-25T09:15:52-07:00,src,arch,arm
1716,util-docker: Add RISCV to Ubuntu all-deps Docker platforms,新增/支持,v24.1.0.0,dde1c7d3a105845929b0e972b5e3ffcc27b448ba,2024-10-26,2976,1,1,1,0,1,2024-10-26T21:17:40-07:00,2024-10-26T21:17:40-07:00,util,util,
1399,mem-ruby: Prevent LL/SC livelock in MESI protocols (#1384),修复/纠错,v24.1.0.0,7bddc764cc23be8efdb66ac02faed9814fb5143c,2024-10-28,2977,1,3,334,13,347,2024-10-28T09:57:10-07:00,2024-10-28T09:57:10-07:00,src,mem,
1693,"configs,scons: Update scripts and build_opts to make GPU-FS simulations more configurable",更新/依赖,v24.1.0.0,853f2ea0127d38e616c30d16b715a64cb8655c5a,2024-10-28,2980,1,0,0,0,0,2024-10-28T17:19:18-05:00,2024-10-28T17:19:18-05:00,,,
1694,mem-ruby: Re-enable assign with implicit_ctor structures,新增/支持,v24.1.0.0,1442a4dccd43ebe32fda9272325bc4e6f1925a35,2024-10-29,2981,1,3,4,4,8,2024-10-29T08:53:14-07:00,2024-10-29T08:53:14-07:00,src,mem,
1650,mem-ruby: Remove unused variables/mark [maybe unused],移除/弃用,v24.1.0.0,d8e7c91127ee288d5c49d94cc0119ba5c6c911f7,2024-10-29,2982,1,2,1,6,7,2024-10-29T14:31:20-07:00,2024-10-29T14:31:20-07:00,src,mem,
1731,util-docker: Add qemu-riscv-env Dockerfile,新增/支持,v24.1.0.0,d5d7880840150420e0bade6df9513a6d9f02d474,2024-10-29,2983,1,2,50,0,50,2024-10-29T17:19:43-07:00,2024-10-29T17:19:43-07:00,util,util,
